,Unnamed: 0,나이,성별,최종접속일,유입경로,유입기기,회원 가입일,사업자구분,회원구분,주문자ID,Recency,Recency_int,Frequency,Monetary,Total,Rank
1413,1413,45,남자,2019-04-14 오후 12:30,SNS광고,모바일,2018-05-02,개인,일반,1413V00A1,65 days,65,15,852070,426057.5,B
1414,1414,47,남자,2018-05-04 오후 1:49,블로그광고,PC,2018-05-02,개인,일반,1414V00A1,121 days,121,5,314800,157437.3,C
1415,1415,52,남자,2018-07-02 오후 1:19,잡지광고,모바일,2018-05-02,사업자,사업자,1415V00A1,61 days,61,2,120290,60163.7,D
1416,1416,48,남자,2018-05-02 오후 3:10,블로그광고,모바일,2018-05-02,개인,일반,1416V00A1,89 days,89,3,161300,80677.3,D
1417,1417,41,남자,2018-09-21 오후 1:12,인터넷기사광고,PC,2018-05-02,사업자,사업자,1417V00A1,63 days,63,8,592690,296365.5,B
1418,1418,47,남자,2018-07-11 오후 2:48,잡지광고,PC,2018-05-02,사업자,사업자,1418V00A1,75 days,75,7,469610,234828.9,B
1419,1419,33,남자,2018-05-02 오전 9:29,이메일광고,PC,2018-05-02,개인,전화주문 고객,1419V00A1,121 days,121,8,537900,268987.9,B
1420,1420,61,남자,2019-03-22 오전 11:04,인터넷기사광고,PC,2018-05-02,개인,전화주문 고객,1420V00A1,121 days,121,1,75820,37946.5,D
1421,1421,31,남자,2018-05-08 오후 5:17,이메일광고,PC,2018-05-02,사업자,전화주문 고객,1421V00A1,48 days,48,6,452660,226345.6,B
1422,1422,45,남자,2018-05-02 오전 10:52,블로그광고,PC,2018-05-02,사업자,사업자,1422V00A1,121 days,121,15,890130,445104.3,B
1423,1423,41,남자,2018-08-08 오후 3:41,인터넷기사광고,PC,2018-05-02,사업자,사업자,1423V00A1,121 days,121,1,63070,31571.5,D
1424,1424,48,남자,2018-05-03 오후 1:54,블로그광고,모바일,2018-05-03,개인,일반,1424V00A1,57 days,57,7,363520,181778.5,C
1425,1425,46,남자,2018-09-20 오전 9:11,지인추천,PC,2018-05-03,개인,일반,1425V00A1,30 days,30,20,1203940,601983.0,B
1426,1426,48,남자,2018-05-03 오후 7:05,블로그광고,PC,2018-05-03,개인,일반,1426V00A1,121 days,121,1,49700,24886.5,D
1427,1427,45,남자,2018-05-03 오후 6:39,잡지광고,PC,2018-05-03,사업자,사업자,1427V00A1,121 days,121,3,138300,69186.9,D
1428,1428,47,남자,2018-05-03 오후 6:47,SNS광고,모바일,2018-05-03,개인,일반,1428V00A1,35 days,35,16,899100,449563.7,B
1429,1429,30,남자,2019-03-15 오후 3:08,이메일광고,PC,2018-05-03,개인,전화주문 고객,1429V00A1,56 days,56,2,123800,61917.2,D
1430,1430,40,남자,2019-05-22 오후 4:14,인터넷기사광고,PC,2018-05-03,개인,전화주문 고객,1430V00A1,121 days,121,1,70670,35371.5,D
1431,1431,40,남자,2019-05-27 오전 10:18,인터넷기사광고,PC,2018-05-03,개인,전화주문 고객,1431V00A1,121 days,121,1,60720,30396.5,D
1432,1432,74,남자,2018-11-01 오전 11:05,잡지광고,PC,2018-05-03,개인,전화주문 고객,1432V00A1,121 days,121,1,57850,28961.5,D
1433,1433,43,남자,2019-04-15 오후 3:17,블로그광고,PC,2018-05-03,개인,전화주문 고객,1433V00A1,121 days,121,2,184100,92086.7,D
1434,1434,27,남자,2019-05-22 오전 11:17,이메일광고,PC,2018-05-03,개인,전화주문 고객,1434V00A1,121 days,121,3,185790,92931.9,D
1435,1435,26,남자,2018-12-31 오후 5:07,잡지광고,PC,2018-05-03,개인,전화주문 고객,1435V00A1,62 days,62,18,745110,372577.2,B
1436,1436,37,남자,2018-05-03 오후 5:33,신문광고,PC,2018-05-03,개인,전화주문 고객,1436V00A1,99 days,99,2,137680,68870.1,D
1437,1437,21,남자,2019-05-17 오후 2:59,이메일광고,PC,2018-05-03,개인,전화주문 고객,1437V00A1,121 days,121,1,59670,29871.5,D
1438,1438,58,남자,2018-06-20 오후 1:53,인터넷기사광고,PC,2018-05-03,개인,일반,1438V00A1,121 days,121,1,63070,31571.5,D
1439,1439,48,남자,2018-05-04 오후 7:30,블로그광고,PC,2018-05-04,개인,일반,1439V00A1,83 days,83,2,114440,57245.3,D
1440,1440,48,남자,2018-05-04 오후 10:50,블로그광고,PC,2018-05-04,개인,일반,1440V00A1,120 days,120,3,264770,132421.6,C
1441,1441,47,남자,2018-05-10 오전 5:51,SNS광고,모바일,2018-05-04,개인,일반,1441V00A1,51 days,51,21,1283670,641854.5,B
1442,1442,47,남자,2019-04-22 오전 11:36,잡지광고,모바일,2018-05-04,사업자,사업자,1442V00A1,58 days,58,5,361870,180953.4,C
1443,1443,44,남자,2018-11-26 오후 4:24,잡지광고,PC,2018-05-04,사업자,사업자,1443V00A1,120 days,120,3,235800,117936.6,C
1444,1444,47,남자,2018-05-04 오전 11:17,잡지광고,PC,2018-05-04,사업자,사업자,1444V00A1,37 days,37,4,190660,95341.9,D
1445,1445,41,남자,2019-04-17 오후 4:30,인터넷기사광고,PC,2018-05-04,개인,전화주문 고객,1445V00A1,120 days,120,12,941490,470783.4,B
1446,1446,32,남자,2019-02-07 오후 5:32,이메일광고,PC,2018-05-04,개인,전화주문 고객,1446V00A1,120 days,120,9,488000,244037.8,B
1447,1447,71,남자,2019-01-11 오후 2:28,신문광고,PC,2018-05-04,사업자,사업자,1447V00A1,106 days,106,8,452140,226103.4,B
1448,1448,48,남자,2018-08-03 오전 11:27,블로그광고,PC,2018-05-05,개인,일반,1448V00A1,35 days,35,14,616160,308093.3,B
1449,1449,48,남자,2018-05-05 오후 9:06,블로그광고,모바일,2018-05-05,개인,일반,1449V00A1,120 days,120,1,103300,51686.2,D
1450,1450,47,남자,2018-08-27 오후 4:10,블로그광고,PC,2018-05-06,개인,일반,1450V00A1,42 days,42,12,443080,221555.0,B
1451,1451,47,남자,2019-05-06 오후 9:20,블로그광고,PC,2018-05-06,사업자,사업자,1451V00A1,30 days,30,4,243780,121899.8,C
1452,1452,48,남자,2018-05-06 오전 11:38,기타,모바일,2018-05-06,개인,일반,1452V00A1,22 days,22,6,716280,358147.8,B
1453,1453,48,남자,2018-05-08 오후 2:17,블로그광고,모바일,2018-05-07,개인,일반,1453V00A1,114 days,114,5,270930,135500.2,C
1454,1454,44,남자,2018-05-07 오후 1:08,SNS광고,모바일,2018-05-07,사업자,사업자,1454V00A1,121 days,121,1,49700,24886.5,D
1455,1455,53,남자,2018-05-08 오전 9:10,블로그광고,PC,2018-05-08,개인,일반,1455V00A1,36 days,36,3,127060,63541.4,D
1456,1456,50,남자,2018-05-15 오전 8:50,블로그광고,PC,2018-05-08,개인,일반,1456V00A1,120 days,120,10,682130,341103.0,B
1457,1457,47,남자,2018-07-03 오후 2:23,블로그광고,PC,2018-05-08,개인,일반,1457V00A1,120 days,120,1,50660,25366.2,D
1458,1458,43,남자,2019-05-28 오후 8:10,SNS광고,모바일,2018-05-08,개인,일반,1458V00A1,30 days,30,19,890130,445077.8,B
1459,1459,42,남자,2018-05-08 오전 10:26,블로그광고,PC,2018-05-08,사업자,사업자,1459V00A1,26 days,26,22,1510380,755202.2,A
1460,1460,45,남자,2019-01-23 오후 3:08,블로그광고,PC,2018-05-08,사업자,사업자,1460V00A1,111 days,111,8,471250,235659.9,B
1461,1461,48,남자,2018-05-08 오후 3:40,블로그광고,PC,2018-05-08,개인,일반,1461V00A1,120 days,120,1,99350,49711.2,D
1462,1462,28,남자,2019-05-16 오후 2:51,이메일광고,PC,2018-05-08,개인,전화주문 고객,1462V00A1,107 days,107,3,391420,195742.7,C
1463,1463,31,남자,2019-07-23 오후 4:49,이메일광고,PC,2018-05-08,개인,전화주문 고객,1463V00A1,120 days,120,6,388980,194527.2,C
1464,1464,32,남자,2018-05-08 오후 4:41,이메일광고,PC,2018-05-08,개인,전화주문 고객,1464V00A1,120 days,120,1,59990,30031.2,D
1465,1465,27,남자,2019-05-07 오전 9:16,이메일광고,PC,2018-05-08,개인,전화주문 고객,1465V00A1,120 days,120,1,98600,49336.2,D
1466,1466,48,남자,2018-05-08 오후 8:04,블로그광고,모바일,2018-05-08,개인,일반,1466V00A1,120 days,120,1,103300,51686.2,D
1467,1467,39,남자,2019-05-09 오후 1:09,SNS광고,모바일,2018-05-08,개인,일반,1467V00A1,120 days,120,2,17310,8691.4,D
1468,1468,89,남자,2019-05-12 오후 1:08,신문광고,PC,2018-05-08,개인,일반,1468V00A1,27 days,27,3,185790,92903.7,D
1469,1469,48,남자,2018-05-09 오후 11:02,블로그광고,PC,2018-05-09,개인,일반,1469V00A1,120 days,120,2,77830,38951.4,D
1470,1470,48,남자,2018-05-09 오후 2:53,블로그광고,PC,2018-05-09,개인,일반,1470V00A1,120 days,120,4,256230,128151.8,C
1471,1471,48,남자,2018-05-09 오후 4:08,블로그광고,PC,2018-05-09,개인,일반,1471V00A1,120 days,120,20,939970,470025.0,B
1472,1472,47,남자,2018-05-11 오전 10:36,SNS광고,모바일,2018-05-09,개인,일반,1472V00A1,19 days,19,7,490320,245167.1,B
1473,1473,48,남자,2018-05-09 오전 10:40,블로그광고,모바일,2018-05-09,개인,일반,1473V00A1,75 days,75,27,1786370,893212.9,A
1474,1474,60,남자,2019-02-11 오후 5:04,인터넷기사광고,PC,2018-05-09,사업자,사업자,1474V00A1,61 days,61,15,989540,494791.3,B
1475,1475,48,남자,2018-05-09 오전 11:34,기타,PC,2018-05-09,개인,일반,1475V00A1,119 days,119,1,106620,53345.9,D
1476,1476,45,남자,2018-05-09 오후 1:51,블로그광고,PC,2018-05-09,사업자,사업자,1476V00A1,119 days,119,1,107970,54020.9,D
1477,1477,45,남자,2018-06-16 오후 6:21,잡지광고,모바일,2018-05-09,사업자,사업자,1477V00A1,119 days,119,1,83110,41590.9,D
1478,1478,32,남자,2018-05-09 오후 12:45,이메일광고,PC,2018-05-09,개인,전화주문 고객,1478V00A1,119 days,119,1,93800,46935.9,D
1479,1479,34,남자,2018-05-09 오후 2:05,이메일광고,PC,2018-05-09,개인,전화주문 고객,1479V00A1,41 days,41,7,527600,263813.7,B
1480,1480,48,남자,2018-05-10 오후 6:41,블로그광고,모바일,2018-05-10,개인,일반,1480V00A1,119 days,119,13,838090,419083.3,B
1481,1481,44,남자,2018-11-13 오후 7:48,SNS광고,모바일,2018-05-10,개인,일반,1481V00A1,119 days,119,1,98600,49335.9,D
1482,1482,47,남자,2018-05-10 오후 4:20,블로그광고,PC,2018-05-10,개인,일반,1482V00A1,15 days,15,24,1540750,770384.3,A
1483,1483,48,남자,2018-05-10 오후 7:48,블로그광고,모바일,2018-05-10,개인,일반,1483V00A1,34 days,34,8,626930,313476.8,B
1484,1484,48,남자,2018-05-11 오후 1:07,블로그광고,모바일,2018-05-10,개인,일반,1484V00A1,86 days,86,16,848960,424509.0,B
1485,1485,28,남자,2019-04-30 오후 8:45,카카오톡광고,모바일,2018-05-10,사업자,사업자,1485V00A1,119 days,119,2,176720,88396.1,D
1486,1486,32,남자,2018-05-10 오후 1:25,이메일광고,PC,2018-05-10,개인,전화주문 고객,1486V00A1,119 days,119,4,126980,63526.5,D
1487,1487,40,여자,2019-05-28 오후 4:06,인터넷기사광고,PC,2018-05-10,개인,전화주문 고객,1487V00A1,119 days,119,11,779940,390007.9,B
1488,1488,44,남자,2018-12-20 오후 10:14,SNS광고,모바일,2018-05-10,사업자,사업자,1488V00A1,26 days,26,3,173550,86783.4,D
1489,1489,46,남자,2018-12-11 오후 2:13,SNS광고,모바일,2018-05-11,개인,일반,1489V00A1,119 days,119,4,274680,137376.5,C
1490,1490,48,남자,2018-05-11 오후 2:12,블로그광고,모바일,2018-05-11,개인,일반,1490V00A1,42 days,42,3,263610,131818.2,C
1491,1491,48,남자,2018-08-17 오후 1:40,블로그광고,모바일,2018-05-11,개인,일반,1491V00A1,107 days,107,3,222770,111417.7,C
1492,1492,25,남자,2019-05-16 오후 1:30,이메일광고,PC,2018-05-11,개인,일반,1492V00A1,105 days,105,4,250510,125287.3,C
1493,1493,48,남자,2018-05-11 오후 3:22,블로그광고,모바일,2018-05-11,개인,일반,1493V00A1,30 days,30,9,506160,253090.8,B
1494,1494,48,남자,2018-08-07 오후 8:20,블로그광고,PC,2018-05-11,개인,일반,1494V00A1,119 days,119,6,295720,147896.9,C
1495,1495,47,남자,2018-05-11 오후 12:42,잡지광고,PC,2018-05-11,사업자,사업자,1495V00A1,119 days,119,3,119590,59831.3,D
1496,1496,47,남자,2018-05-11 오후 5:24,잡지광고,PC,2018-05-11,사업자,사업자,1496V00A1,85 days,85,2,190120,95085.9,D
1497,1497,45,남자,2018-06-27 오후 1:56,기타,모바일,2018-05-11,사업자,사업자,1497V00A1,43 days,43,3,215940,107983.5,C
1498,1498,42,남자,2019-05-31 오후 3:24,잡지광고,모바일,2018-05-11,사업자,사업자,1498V00A1,43 days,43,6,193760,96894.1,D
1499,1499,47,남자,2019-01-17 오후 1:14,잡지광고,모바일,2018-05-11,개인,일반,1499V00A1,119 days,119,2,119750,59911.1,D
1500,1500,47,남자,2018-05-14 오전 11:47,잡지광고,PC,2018-05-11,사업자,사업자,1500V00A1,119 days,119,3,229260,114666.3,C
1501,1501,47,남자,2018-05-11 오후 2:21,잡지광고,모바일,2018-05-11,사업자,사업자,1501V00A1,31 days,31,42,2440250,1220142.7,A
1502,1502,47,남자,2018-05-11 오후 12:35,잡지광고,PC,2018-05-11,사업자,사업자,1502V00A1,58 days,58,8,346150,173094.0,C
1503,1503,47,남자,2018-05-11 오후 6:25,기타,모바일,2018-05-11,사업자,사업자,1503V00A1,34 days,34,4,223480,111751.0,C
1504,1504,47,남자,2018-05-11 오후 2:24,잡지광고,모바일,2018-05-11,사업자,사업자,1504V00A1,70 days,70,10,578510,289278.0,B
1505,1505,47,남자,2018-05-11 오후 4:22,잡지광고,모바일,2018-05-11,개인,일반,1505V00A1,28 days,28,25,1773020,886523.4,A
1506,1506,45,남자,2018-05-16 오후 9:23,잡지광고,모바일,2018-05-11,사업자,사업자,1506V00A1,118 days,118,4,343660,171866.2,C
1507,1507,52,여자,2019-04-04 오후 1:58,잡지광고,PC,2018-05-11,사업자,사업자,1507V00A1,27 days,27,5,234560,117289.1,C
1508,1508,47,남자,2018-05-11 오후 3:00,잡지광고,모바일,2018-05-11,사업자,사업자,1508V00A1,118 days,118,2,227690,113880.8,C
1509,1509,52,여자,2018-11-05 오후 5:18,잡지광고,PC,2018-05-11,사업자,사업자,1509V00A1,118 days,118,1,81520,40795.6,D
1510,1510,40,여자,2019-05-28 오후 12:40,잡지광고,모바일,2018-05-11,사업자,사업자,1510V00A1,47 days,47,14,746070,373051.9,B
1511,1511,21,여자,2019-05-30 오후 2:58,잡지광고,모바일,2018-05-11,사업자,사업자,1511V00A1,118 days,118,2,81790,40930.8,D
1512,1512,40,남자,2019-05-28 오후 2:28,인터넷기사광고,PC,2018-05-11,사업자,전화주문 고객,1512V00A1,29 days,29,18,1318620,659322.3,B
1513,1513,29,남자,2019-05-16 오전 10:42,이메일광고,PC,2018-05-11,개인,전화주문 고객,1513V00A1,119 days,119,1,103720,51895.9,D
1514,1514,33,남자,2018-05-11 오후 3:36,이메일광고,PC,2018-05-11,개인,전화주문 고객,1514V00A1,118 days,118,1,76710,38390.6,D
1515,1515,29,남자,2019-05-28 오전 9:27,이메일광고,PC,2018-05-11,개인,전화주문 고객,1515V00A1,75 days,75,6,321390,160718.7,C
1516,1516,30,남자,2019-03-04 오전 9:05,이메일광고,PC,2018-05-11,개인,전화주문 고객,1516V00A1,77 days,77,8,720930,360489.7,B
1517,1517,32,남자,2018-05-11 오전 11:30,이메일광고,PC,2018-05-11,개인,전화주문 고객,1517V00A1,118 days,118,6,275020,137546.6,C
1518,1518,47,남자,2019-01-28 오전 11:12,블로그광고,PC,2018-05-11,개인,전화주문 고객,1518V00A1,118 days,118,1,65640,32855.6,D
1519,1519,33,남자,2018-05-11 오후 1:28,이메일광고,PC,2018-05-11,개인,전화주문 고객,1519V00A1,47 days,47,6,359250,179640.3,C
1520,1520,34,남자,2018-05-11 오후 2:01,이메일광고,PC,2018-05-11,개인,전화주문 고객,1520V00A1,64 days,64,3,203240,101639.8,C
1521,1521,33,남자,2018-05-11 오후 2:03,이메일광고,PC,2018-05-11,개인,전화주문 고객,1521V00A1,118 days,118,8,609930,305002.0,B
1522,1522,34,남자,2018-05-11 오후 3:05,잡지광고,PC,2018-05-11,개인,전화주문 고객,1522V00A1,23 days,23,18,985990,493005.5,B
1523,1523,32,남자,2018-05-11 오후 3:10,이메일광고,PC,2018-05-11,개인,전화주문 고객,1523V00A1,22 days,22,10,505220,252618.6,B
1524,1524,21,남자,2019-05-20 오전 11:41,이메일광고,PC,2018-05-11,개인,전화주문 고객,1524V00A1,86 days,86,17,1156340,578199.2,B
1525,1525,21,남자,2019-05-29 오전 9:01,이메일광고,PC,2018-05-11,개인,전화주문 고객,1525V00A1,29 days,29,5,450210,225114.7,B
1526,1526,47,남자,2018-05-26 오전 10:42,기타,모바일,2018-05-11,사업자,사업자,1526V00A1,118 days,118,5,393090,196581.4,C
1527,1527,42,남자,2018-06-08 오후 1:14,블로그광고,PC,2018-05-11,사업자,사업자,1527V00A1,118 days,118,1,48500,24285.6,D
1528,1528,46,남자,2018-07-19 오후 8:10,잡지광고,모바일,2018-05-11,사업자,사업자,1528V00A1,97 days,97,19,1053800,526932.9,B
1529,1529,29,여자,2018-12-26 오후 1:02,잡지광고,PC,2018-05-11,사업자,사업자,1529V00A1,71 days,71,4,153760,76902.1,D
1530,1530,47,남자,2018-07-02 오후 4:14,SNS광고,모바일,2018-05-11,사업자,사업자,1530V00A1,57 days,57,7,379180,189608.5,C
1531,1531,40,남자,2019-05-10 오후 12:31,인터넷기사광고,PC,2018-05-12,개인,일반,1531V00A1,118 days,118,1,57850,28960.6,D
1532,1532,48,남자,2018-05-12 오전 11:50,블로그광고,모바일,2018-05-12,개인,일반,1532V00A1,30 days,30,12,839910,419966.4,B
1533,1533,48,남자,2018-05-12 오후 4:40,블로그광고,모바일,2018-05-12,개인,일반,1533V00A1,117 days,117,1,74920,37495.3,D
1534,1534,48,남자,2018-05-12 오후 3:11,블로그광고,모바일,2018-05-12,개인,일반,1534V00A1,117 days,117,3,147480,73775.7,D
1535,1535,47,남자,2018-05-12 오후 9:39,SNS광고,모바일,2018-05-12,개인,일반,1535V00A1,117 days,117,1,124520,62295.3,D
1536,1536,47,남자,2018-05-12 오후 7:32,기타,PC,2018-05-12,사업자,사업자,1536V00A1,33 days,33,16,925680,462853.1,B
1537,1537,40,여자,2019-06-01 오후 4:45,SNS광고,모바일,2018-05-12,사업자,사업자,1537V00A1,117 days,117,5,331770,165921.1,C
1538,1538,40,여자,2019-05-15 오후 12:28,잡지광고,PC,2018-05-12,개인,일반,1538V00A1,117 days,117,1,57850,28960.3,D
1539,1539,49,남자,2018-08-02 오후 4:10,블로그광고,모바일,2018-05-12,개인,일반,1539V00A1,34 days,34,2,123800,61910.6,D
1540,1540,45,남자,2018-10-18 오후 2:07,잡지광고,모바일,2018-05-12,사업자,사업자,1540V00A1,99 days,99,3,395740,197900.3,C
1541,1541,47,남자,2018-05-12 오후 2:26,지인추천,PC,2018-05-12,사업자,사업자,1541V00A1,51 days,51,5,341940,170986.3,C
1542,1542,47,남자,2018-05-12 오전 8:43,잡지광고,PC,2018-05-12,사업자,사업자,1542V00A1,20 days,20,48,2982320,1491175.6,A
1543,1543,45,남자,2018-05-14 오후 12:39,잡지광고,PC,2018-05-12,사업자,사업자,1543V00A1,29 days,29,3,206910,103464.3,C
1544,1544,45,남자,2018-06-03 오후 1:01,잡지광고,모바일,2018-05-12,사업자,사업자,1544V00A1,116 days,116,7,390700,195386.2,C
1545,1545,66,남자,2018-05-25 오전 10:18,인터넷기사광고,모바일,2018-05-12,사업자,사업자,1545V00A1,116 days,116,4,209440,104755.6,C
1546,1546,50,남자,2019-03-19 오후 3:39,블로그광고,모바일,2018-05-12,사업자,사업자,1546V00A1,103 days,103,6,391110,195587.1,C
1547,1547,40,남자,2019-04-26 오후 2:18,잡지광고,모바일,2018-05-12,개인,일반,1547V00A1,28 days,28,12,900940,450480.8,B
1548,1548,47,남자,2018-05-12 오후 5:56,블로그광고,PC,2018-05-12,사업자,사업자,1548V00A1,116 days,116,1,142440,71255.0,D
1549,1549,47,남자,2018-05-12 오후 1:36,잡지광고,모바일,2018-05-12,사업자,사업자,1549V00A1,59 days,59,5,416940,208488.7,C
1550,1550,40,여자,2019-05-02 오후 6:06,SNS광고,모바일,2018-05-13,사업자,사업자,1550V00A1,44 days,44,6,298560,149294.4,C
1551,1551,44,남자,2018-05-13 오전 6:44,블로그광고,PC,2018-05-13,사업자,사업자,1551V00A1,115 days,115,5,130180,65125.5,D
1552,1552,48,남자,2018-05-17 오후 6:08,잡지광고,모바일,2018-05-13,개인,일반,1552V00A1,112 days,112,2,56940,28504.0,D
1553,1553,47,남자,2018-05-13 오후 1:16,기타,PC,2018-05-13,사업자,사업자,1553V00A1,33 days,33,10,486060,243041.9,B
1554,1554,47,남자,2018-12-09 오후 7:32,SNS광고,모바일,2018-05-13,개인,일반,1554V00A1,114 days,114,2,135520,67794.6,D
1555,1555,47,남자,2018-05-13 오후 7:53,잡지광고,모바일,2018-05-13,사업자,사업자,1555V00A1,114 days,114,9,852340,426206.0,B
1556,1556,47,남자,2018-05-14 오후 12:53,블로그광고,PC,2018-05-14,개인,일반,1556V00A1,93 days,93,2,222140,111098.3,C
1557,1557,48,남자,2018-05-14 오후 10:38,블로그광고,모바일,2018-05-14,개인,일반,1557V00A1,20 days,20,8,554020,277017.6,B
1558,1558,48,남자,2018-05-14 오후 3:20,블로그광고,모바일,2018-05-14,개인,일반,1558V00A1,114 days,114,7,353650,176860.6,C
